Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY13-14,2013/07/01,1654,Accountant III,21,SFMTA,7115,"2,940","3,574",,36.75,38.5875,40.5125,42.5375,44.675,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2948,Human Services Section Mgr,535,COMMN,7510,"3,566","4,334",0,44.575,46.8,49.1375,51.6,54.175,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7366,Transit Power Line Worker,6,SFMTA,7366B (SFMTA),"3,494","3,758",0,43.675,44.775,45.9,46.975,,,,,,,,,,,,,,,,
FY15-16,2015/10/10,7355,Truck Driver,216,SFMTA,7355H,"2,539","3,234",,31.7375,34.125,34.95,36.675,37.575,40.425,,,,,,,,,,,,,,
FY13-14,2014/03/29,2931,"Marriage, Family & Child Cnslr",790,COMMN,7050,"2,847","3,460",0,35.5875,37.3625,39.225,41.1875,43.25,,,,,,,,,,,,,,,
FY13-14,2013/07/01,6130,Safety Analyst,21,SFMTA,7505,"3,557","4,323",,44.4625,46.675,49.0125,51.4625,54.0375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1403,Elections Clerk,790,SFMTA,6125,"1,814","2,204",,22.675,23.8,24.9875,26.2375,27.55,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2932,Sr Psychiatric Social Worker,790,COMMN,7080,"2,890","3,513",0,36.125,37.9375,39.8375,41.825,43.9125,,,,,,,,,,,,,,,
FY13-14,2014/03/29,5216,Chief Surveyor,21,COMMN,7675,"3,862","4,695",0,48.275,50.7,53.225,55.8875,58.6875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,3544,Curator 3,251,COMMN,6770,"2,483","3,018",0,31.0375,32.5875,34.2125,35.925,37.725,,,,,,,,,,,,,,,
FY14-15,2014/07/01,8142,Public Defender's Investigator,790,COMMN,7055,"2,855","3,470",,35.6875,37.4625,39.3375,41.3,43.375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,5216,Chief Surveyor,21,SFMTA,7655,"3,826","4,650",,47.825,50.2125,52.725,55.35,58.125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,6232,Street Inspection Supervisor,21,COMMN,7295,"3,208","3,899",0,40.1,42.1125,44.2125,46.425,48.7375,,,,,,,,,,,,,,,
FY15-16,2015/07/01,5502,Project Manager 1,21,SFMTA,5502G,"4,796","4,796",2,59.95,61.4375,62.9625,64.55,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1231,EEO Senior Specialist,22,COMMN,7405,"3,387","4,117",0,42.3375,44.4625,46.675,49.0125,51.4625,,,,,,,,,,,,,,,
FY14-15,2014/10/11,2975,Citizens Complaint Officer,790,COMMN,6810,"2,533","3,080",,31.6625,33.25,34.9125,36.6625,38.5,,,,,,,,,,,,,,,
FY13-14,2014/01/04,6130,Safety Analyst,21,SFMTA,7525,"3,589","4,362",,44.8625,47.1125,49.4625,51.9375,54.525,,,,,,,,,,,,,,,
FY14-15,2014/07/01,5601,Utility Analyst,21,COMMN,5601C,"2,111","3,278",,26.3875,27.7,29.075,30.525,32.05,33.65,35.375,37.1375,38.9875,40.975,,,,,,,,,,
FY12-13,2012/07/01,1224,Pr Payroll & Personnel Clerk,790,SFMTA,6770,"2,483","3,018",,31.0375,32.5875,34.2125,35.925,37.725,,,,,,,,,,,,,,,
FY13-14,2014/03/29,5322,Graphic Artist,790,SFMTA,6280,"1,955","2,377",,24.4375,25.6625,26.95,28.3,29.7125,,,,,,,,,,,,,,,
FY13-14,2014/01/04,5261,Architectural Assistant 2,21,SFMTA,6905,"2,654","3,226",,33.175,34.825,36.575,38.4,40.325,,,,,,,,,,,,,,,
FY13-14,2014/03/29,9140,Transit Manager 1,200,SFMTA,7345,"3,289","3,998",0,41.1125,43.1625,45.325,47.5875,49.975,,,,,,,,,,,,,,,
FY13-14,2014/03/29,3320,Animal Keeper,856,COMMN,6355,"2,028","2,466",0,25.35,26.625,27.95,29.35,30.825,,,,,,,,,,,,,,,
FY15-16,2015/07/01,7382,Automotive Mechanic Asst Sprv,130,SFMTA,7382G,"3,738","3,738",,46.725,,,,,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1364,Special Assistant 5,21,COMMN,6325,"1,999","2,430",0,24.9875,26.2375,27.55,28.925,30.375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,2585,Health Worker 1,790,SFMTA,6025,"1,727","2,099",,21.5875,22.675,23.8,24.9875,26.2375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1470,Svcs & Supply Asst Sprv,790,SFMTA,6360,"2,033","2,472",,25.4125,26.6875,28.025,29.425,30.9,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7373,"Sr. Stationary Eng, Sew Plant",39,COMMN,7373B,"3,720","3,720",0,46.5,,,,,,,,,,,,,,,,,,,
FY14-15,2014/07/01,9234,Airport Security ID Technician,790,COMMN,6205,"1,886","2,292",,23.575,24.75,25.9875,27.3875,28.65,,,,,,,,,,,,,,,
FY15-16,2015/07/01,8234,Fire Alarm Dispatcher,790,SFMTA,6770,"2,483","3,018",,31.0375,32.5875,34.2125,35.925,37.725,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7502,Asphalt Worker,261,SFMTA,6315,"1,990","2,418",,24.875,26.1125,27.425,28.7875,30.225,,,,,,,,,,,,,,,
FY13-14,2014/03/29,3310,Stable Attendant,790,COMMN,6010,"1,714","2,084",0,21.425,22.5,23.625,24.8125,26.05,,,,,,,,,,,,,,,
FY13-14,2013/07/01,5212,Engineer/Architect Principal,21,COMMN,5212Y,"5,450","6,624",6,68.125,71.525,75.1,78.8625,82.8,84.8,86.9375,89.0375,,,,,,,,,,,,
FY14-15,2014/10/11,1464,Medical Clerk Stenographer,790,COMMN,6690,"2,388","2,902",,29.85,31.3375,32.9,34.55,36.275,,,,,,,,,,,,,,,
FY13-14,2014/03/29,5642,Sr. Environmental Spec,21,COMMN,7245,"3,132","3,807",0,39.15,41.1125,43.1625,45.325,47.5875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,9356,Wharfinger 2,790,COMMN,6945,"2,706","3,289",,33.825,35.5125,37.2875,39.15,41.1125,,,,,,,,,,,,,,,
FY15-16,2015/07/01,8135,Asst Chf Victim/Wit Invstgtor,790,SFMTA,7300,"3,217","3,910",,40.2125,42.225,44.3375,46.55,48.875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,2933,Conservatorship/Case Mgt Sprv,790,COMMN,7260,"3,155","3,836",0,39.4375,41.4125,43.4875,45.6625,47.95,,,,,,,,,,,,,,,
FY14-15,2014/10/11,3286,Recreation Coordinator,790,COMMN,6310,"1,985","2,412",,24.8125,26.05,27.35,28.7125,30.15,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1044,IS Engineer-Principal,21,SFMTA,1044G,"4,352","5,473",11,54.4,55.75,57.15,59.1,60.55,62.0625,63.5875,65.15,66.775,68.4125,70.1125,71.8625,73.675,,,,,,,
FY13-14,2013/07/01,7441,Tools Room Mechanic/Custodian,790,COMMN,5800,"1,550","1,881",0,19.375,20.325,21.325,22.3875,23.5125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7248,Steamfitter Supervisor 2,38,COMMN,7650,"3,815","4,637",,47.6875,50.075,52.575,55.2,57.9625,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7335,Senior Stationary Engineer,39,SFMTA,7335D,"3,682","3,682",,46.025,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7245,"Chf Statnry Eng,WtrTreat Plnt",39,SFMTA,7245D,"4,543","4,543",,56.7875,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,3424,Integrated Pest Mgmt Specialst,261,SFMTA,6805,"2,527","3,072",,31.5875,33.175,34.825,36.575,38.4,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7343,"Sr Statnry Eng, Wtr Treat Plnt",39,COMMN,7343C,"3,720","3,720",,46.5,,,,,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2772,Sewing Technician,250,COMMN,5895,"1,622","1,970",0,20.275,21.275,22.3375,23.45,24.625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,6322,Permit Technician II,790,COMMN,6520,"2,199","2,672",0,27.4875,28.8625,30.3,31.8125,33.4,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1766,Media Production Tech,16,COMMN,6285,"1,960","2,383",,24.5,25.725,27.0125,28.3625,29.7875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,7372,"Stationary Eng, Sewage Plant",39,SFMTA,7372G,"3,583","3,583",,44.7875,,,,,,,,,,,,,,,,,,,
FY14-15,2014/07/01,6232,Street Inspection Supervisor,21,COMMN,7335,"3,273","3,978",,40.9125,42.95,45.1,47.35,49.725,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1813,Senior Benefits Analyst,790,COMMN,6990,"2,764","3,359",0,34.55,36.275,38.0875,39.9875,41.9875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7246,Sewer Repair Supervisor,261,COMMN,7315,"3,241","3,940",0,40.5125,42.5375,44.675,46.9,49.25,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7349,Steamfitter Supervisor I,38,COMMN,7510,"3,566","4,334",,44.575,46.8,49.1375,51.6,54.175,,,,,,,,,,,,,,,
FY13-14,2014/01/04,3630,Librarian 1,790,SFMTA,6830,"2,557","3,108",,31.9625,33.5625,35.2375,37,38.85,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7229,Transmission Line Supervisor 1,6,SFMTA,7635,"3,788","4,604",,47.35,49.725,52.2,54.8125,57.55,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1003,IS Operator-Senior,21,COMMN,6535,"2,215","2,693",,27.6875,29.075,30.525,32.05,33.6625,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2915,Program Specialist Supervisor,535,SFMTA,7150,"2,989","3,633",,37.3625,39.225,41.1875,43.25,45.4125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,4220,Personal Property Auditor,21,COMMN,6965,"2,732","3,320",,34.15,35.85,37.65,39.525,41.5,,,,,,,,,,,,,,,
FY14-15,2014/10/11,5149,Supt Water Treatment Fac,39,COMMN,5149D,"5,475","5,475",,68.4375,,,,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1326,Customer Service Agent Supv,790,COMMN,6765,"2,478","3,012",0,30.975,32.525,34.15,35.85,37.65,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1312,Public Information Officer,21,SFMTA,6755,"2,466","2,997",,30.825,32.3625,33.9875,35.6875,37.4625,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8183,Assistant Chief Attorney 2,311,COMMN,8855,"6,870","8,350",,85.875,90.1625,94.675,99.4,104.375,,,,,,,,,,,,,,,
FY15-16,2015/10/10,8173,Legal Assistant,21,SFMTA,6950,"2,711","3,295",,33.8875,35.5875,37.3625,39.225,41.1875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7223,Cable Machinery Supervisor,39,SFMTA,7223B (SFMTA),"4,686","4,686",0,58.575,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,2909,Hospital Elig Wrk Supervisor,535,COMMN,7130,"2,960","3,597",,37,38.85,40.7875,42.825,44.9625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,2456,Asst Forensic Toxicologist 1,21,COMMN,7395,"3,369","4,094",0,42.1125,44.2125,46.425,48.7375,51.175,,,,,,,,,,,,,,,
FY13-14,2014/01/04,9775,Sr Community Dev Spec 2,790,COMMN,7440,"3,446","4,188",0,43.075,45.225,47.4875,49.8625,52.35,,,,,,,,,,,,,,,
FY15-16,2015/10/10,7213,Plumber Supervisor 1,38,SFMTA,7575,"3,679","4,471",,45.9875,48.275,50.7,53.225,55.8875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,1664,Patient Accounts Manager,790,SFMTA,7140,"2,977","3,618",,37.2125,39.075,41.025,43.075,45.225,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2470,Diagnostic Imaging Tech IV,790,COMMN,2470Y,"3,378","4,527",0,42.225,44.3375,46.55,48.875,51.325,53.8875,56.5875,,,,,,,,,,,,,
FY12-13,2012/07/01,9774,Sr. Community Devl Spc 1,790,SFMTA,7050,"2,847","3,460",,35.5875,37.3625,39.225,41.1875,43.25,,,,,,,,,,,,,,,
FY13-14,2014/01/04,8158,Child Support Officer II,790,SFMTA,6670,"2,365","2,874",,29.5625,31.0375,32.5875,34.2125,35.925,,,,,,,,,,,,,,,
FY15-16,2015/10/10,1063,IS Programmer Analyst-Senior,21,SFMTA,1063H,"3,189","4,016",,39.8625,40.9125,41.95,43.375,44.425,45.5375,46.65,47.8125,48.9875,50.2,,,,,,,,,,
FY14-15,2014/10/11,1544,"Secretary, Library Commission",22,COMMN,7195,"3,056","3,714",,38.2,40.1,42.1125,44.2125,46.425,,,,,,,,,,,,,,,
FY14-15,2014/10/11,6252,Line Inspector,6,SFMTA-Negotiated,7505,"3,557","4,323",,44.4625,46.675,49.0125,51.4625,54.0375,,,,,,,,,,,,,,,
FY13-14,2014/03/29,5298,Planner 3-Environmental Review,21,COMMN,7315,"3,241","3,940",0,40.5125,42.5375,44.675,46.9,49.25,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2914,Social Work Supervisor,535,COMMN,6940,"2,700","3,282",0,33.75,35.4375,37.2125,39.075,41.025,,,,,,,,,,,,,,,
FY13-14,2014/01/04,5310,Survey Assistant I,21,COMMN,6595,"2,281","2,772",0,28.5125,29.9375,31.425,33,34.65,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7110,Mobile Equipment Asst Sprv,3,SFMTA,7135,"2,969","3,608",,37.1125,38.9625,40.9125,42.95,45.1,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2940,Protective Services Worker,535,COMMN,2940A,"2,819","3,597",0,35.2375,37,38.85,40.7875,42.825,44.9625,,,,,,,,,,,,,,
FY15-16,2015/10/10,1835,Legislative Assistant,22,SFMTA,7340,"3,282","3,989",,41.025,43.075,45.225,47.4875,49.8625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8131,Victim/Witness Investigator 2,790,COMMN,6710,"2,412","2,933",0,30.15,31.6625,33.25,34.9125,36.6625,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7283,"Track Maint Supt, Muni Railway",351,SFMTA-Negotiated,7240,"3,126","3,799",,39.075,41.025,43.075,45.225,47.4875,,,,,,,,,,,,,,,
FY12-13,2012/07/01,7432,Electrical Line Helper,6,SFMTA,6680,"2,377","2,890",,29.7125,31.2,32.7625,34.4,36.125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,5293,Planner 4,21,SFMTA,7725,"3,957","4,810",,49.4625,51.9375,54.525,57.2625,60.125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7394,Soft Floor Coverer Supvr I,12,COMMN,7390,"3,359","4,082",,41.9875,44.0875,46.2875,48.6,51.025,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7214,Electrical Trnst Equip Sprv,6,SFMTA,7750,"4,006","4,869",0,50.075,52.575,55.2,57.9625,60.8625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7120,Bldgs & Grounds Maint Supt,39,SFMTA,7120B (SFMTA),"4,340","4,340",,54.25,,,,,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7501,Environmental Service Worker,261,COMMN,7501A,"1,177","1,879",0,14.7125,15.8375,17.1125,18.4375,19.925,21.475,16.175,17.65,19.0875,20.5625,22.0125,23.4875,,,,,,,,
FY14-15,2014/10/11,1248,"Asst Deputy Director, HR",351,COMMN,7910,"4,334","5,269",,54.175,56.8875,59.7375,62.725,65.8625,,,,,,,,,,,,,,,
FY13-14,2014/01/04,8158,Child Support Officer II,790,COMMN,6670,"2,365","2,874",0,29.5625,31.0375,32.5875,34.2125,35.925,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7395,Ornamental Iron Worker,377,SFMTA,6830,"2,557","3,108",,31.9625,33.5625,35.2375,37,38.85,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2540,Audiologist,21,SFMTA,2540Y (SFMTA),"3,208","4,094",,40.1,42.1125,44.2125,46.425,48.7375,51.175,,,,,,,,,,,,,,
FY13-14,2013/07/01,6130,Safety Analyst,21,COMMN,7505,"3,557","4,323",0,44.4625,46.675,49.0125,51.4625,54.0375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1434,Shelter Service Representative,856,COMMN,1434A,"1,690","2,156",0,21.125,22.1625,23.275,24.4375,25.6625,26.95,,,,,,,,,,,,,,
FY13-14,2013/07/01,R735,ContractComplainceSpecI (SFRA),RD4,COMMN,R735A,"2,672","3,247",0,33.4,35.0625,36.8125,38.65,40.5875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,9386,"Senior Property Manager, Port",21,COMMN,9386D,"3,844","4,672",6,48.05,50.45,52.975,55.6125,58.4,59.8625,61.3125,62.8625,,,,,,,,,,,,
FY14-15,2014/07/01,H006,"Invstgtor,Fire Dept",798,Suppression,H6C00,"4,248","4,248",,53.1006,,,,,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1377,Special Assistant 18,351,COMMN,8285,"5,200","6,321",,65,68.25,71.6625,75.2375,79.0125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8240,Pub Safety Communication Coord,21,COMMN,7235,"3,117","3,788",0,38.9625,40.9125,42.95,45.1,47.35,,,,,,,,,,,,,,,
FY14-15,2014/10/11,9704,Employment & Training Spec 3,535,SFMTA,6890,"2,632","3,199",,32.9,34.55,36.275,38.0875,39.9875,,,,,,,,,,,,,,,
FY14-15,2014/07/01,6248,Electrical Inspector,6,COMMN,7440,"3,446","4,188",,43.075,45.225,47.4875,49.8625,52.35,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8240,Pub Safety Communication Coord,21,SFMTA,7335,"3,273","3,978",,40.9125,42.95,45.1,47.35,49.725,,,,,,,,,,,,,,,
FY15-16,2015/07/01,2540,Audiologist,21,SFMTA,2540G,"3,369","4,299",,42.1125,44.2125,46.425,48.7375,51.175,53.7375,,,,,,,,,,,,,,
FY13-14,2014/03/29,1662,Patient Accounts Asst Sprv,790,SFMTA,6650,"2,342","2,847",,29.275,30.7375,32.275,33.8875,35.5875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1374,Special Assistant 15,351,COMMN,7835,"4,176","5,076",0,52.2,54.8125,57.55,60.4375,63.45,,,,,,,,,,,,,,,
FY15-16,2015/10/10,1092,IT Operations Support Admin II,21,SFMTA,6650,"2,342","2,847",,29.275,30.7375,32.275,33.8875,35.5875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,2915,Program Specialist Supervisor,535,SFMTA,7170,"3,018","3,668",,37.725,39.6125,41.5875,43.6625,45.85,,,,,,,,,,,,,,,
FY14-15,2014/07/01,H022,"Lieut,Fire Prev",798,COMMN,H22C0,"5,660","5,660",,70.75,,,,,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1822,Administrative Analyst,790,COMMN,6920,"2,672","3,248",,33.4,35.075,36.825,38.6625,40.6,,,,,,,,,,,,,,,
FY13-14,2013/07/01,9386,"Senior Property Manager, Port",21,COMMN,9386Y,"3,661","4,449",6,45.7625,48.05,50.45,52.975,55.6125,57.0125,58.4,59.8625,,,,,,,,,,,,
FY13-14,2014/03/29,3549,Arts Program Assistant,790,COMMN,6490,"2,166","2,632",0,27.075,28.425,29.85,31.3375,32.9,,,,,,,,,,,,,,,
FY14-15,2014/07/01,8165,Worker's Comp Supervisor 1,790,SFMTA,7410,"3,396","4,128",,42.45,44.575,46.8,49.1375,51.6,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7310,Transit Power Cable Splicer,6,SFMTA,7360,"3,313","4,028",0,41.4125,43.4875,45.6625,47.95,50.35,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1032,IS Trainer-Journey,21,SFMTA,6925,"2,679","3,256",,33.4875,35.1625,36.9125,38.7625,40.7,,,,,,,,,,,,,,,
FY14-15,2014/07/01,8138,Court Reporter,790,SFMTA,6550,"2,230","2,711",,27.875,29.275,30.7375,32.275,33.8875,,,,,,,,,,,,,,,
FY14-15,2014/07/01,8318,Counselor 2,790,COMMN,6825,"2,551","3,101",,31.8875,33.4875,35.1625,36.9125,38.7625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1360,Special Assistant 1,21,SFMTA,5805,"1,554","1,886",,19.425,20.375,21.375,22.45,23.575,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1379,Special Assistant 20,351,COMMN,8525,"5,847","7,107",0,73.0875,76.7375,80.575,84.6125,88.8375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7373,"Sr. Stationary Eng, Sew Plant",39,COMMN,7373A,"3,683","3,683",0,46.0375,,,,,,,,,,,,,,,,,,,
FY15-16,2015/10/10,3480,Farmers Market Manager,790,SFMTA,6655,"2,348","2,855",,29.35,30.825,32.3625,33.9875,35.6875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,2555,Physical Therapist Assistant,21,SFMTA,2555G,"2,557","3,426",,31.9625,33.5625,35.2375,37,38.85,40.7875,42.825,,,,,,,,,,,,,
FY14-15,2014/07/01,9508,Prpl Permit and Citation Clerk,790,SFMTA-Negotiated,6790,"2,507","3,047",,31.3375,32.9,34.55,36.275,38.0875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,5174,Administrative Engineer,21,COMMN,8025,"4,581","5,569",,57.2625,60.125,63.1375,66.2875,69.6125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1750,Microphoto/Imaging Technician,790,SFMTA,5670,"1,457","1,765",,18.2125,19.1,20.0375,21.025,22.0625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,5264,Airport Noise Abatement Spec,790,COMMN,6725,"2,430","2,953",0,30.375,31.8875,33.4875,35.1625,36.9125,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7388,Utility Plumber,38,SFMTA,7210,"3,080","3,744",,38.5,40.425,42.45,44.575,46.8,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1849,"Prog Mgr, Bus & Econ Develop",2,COMMN,1849A,"3,781","3,781",0,47.2625,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1958,Supervising Purchaser,21,COMMN,1958D,"3,998","4,859",6,49.975,52.4625,55.0875,57.8375,60.7375,62.2,63.7625,65.3125,,,,,,,,,,,,
FY14-15,2014/07/01,1684,Auditor II,21,COMMN,7265,"3,162","3,844",,39.525,41.5,43.575,45.7625,48.05,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7278,Painter Supervisor 2,4,COMMN,7180,"3,035","3,689",0,37.9375,39.8375,41.825,43.9125,46.1125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,9703,HSA Emp & Training Spec 2,535,SFMTA,9703C,"1,937","3,035",,24.2063,25.4167,26.6875,28.025,29.425,30.9,32.45,34.0725,35.7761,37.9375,,,,,,,,,,
FY13-14,2014/01/04,9375,"Asst.Dep.Dir., Port",351,COMMN,7965,"4,449","5,408",0,55.6125,58.4,61.3125,64.3875,67.6,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1041,IS Engineer-Assistant,21,SFMTA,1041B (SFMTA),"3,200","4,023",,40,40.9875,41.975,43.45,44.5375,45.6375,46.7625,47.9125,49.1,50.2875,,,,,,,,,,
FY13-14,2013/07/01,9160,Transit Operations Specialist,200,SFMTA,7435,"3,436","4,176",0,42.95,45.1,47.35,49.725,52.2,,,,,,,,,,,,,,,
FY13-14,2014/03/29,2903,Eligibility Worker,535,SFMTA,6380,"2,053","2,496",,25.6625,26.95,28.3,29.7125,31.2,,,,,,,,,,,,,,,
FY14-15,2014/07/01,6331,Building Inspector,930,COMMN,7440,"3,446","4,188",,43.075,45.225,47.4875,49.8625,52.35,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7306,Automotive Body & Fender Wrk,130,COMMN,7306D,"3,132","3,132",,39.15,,,,,,,,,,,,,,,,,,,
FY15-16,2015/10/10,1813,Senior Benefits Analyst,790,SFMTA,7135,"2,969","3,608",,37.1125,38.9625,40.9125,42.95,45.1,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8220,"Director, Parking Enforcement",351,SFMTA-Negotiated,7360,"3,313","4,028",,41.4125,43.4875,45.6625,47.95,50.35,,,,,,,,,,,,,,,
FY13-14,2014/01/04,6249,Senior Electrical Inpsector,6,SFMTA,7620,"3,760","4,570",,47,49.35,51.8125,54.4,57.125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,5219,Senior Strucutral Engineer,21,SFMTA,8275,"5,176","6,291",,64.7,67.9375,71.325,74.8875,78.6375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7245,"Chf Statnry Eng,WtrTreat Plnt",39,SFMTA,7245Y (SFMTA),"4,086","4,086",,51.075,,,,,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1476,Senior Claims Process Clerk,790,COMMN,6480,"2,156","2,621",0,26.95,28.3,29.7125,31.2,32.7625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1204,Senior Personnel Clerk,790,SFMTA,6455,"2,130","2,589",,26.625,27.95,29.35,30.825,32.3625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2312,Licensed Vocational Nurse,250,COMMN,6560,"2,242","2,726",0,28.025,29.425,30.9,32.45,34.075,,,,,,,,,,,,,,,
FY14-15,2014/10/11,2916,Social Work Specialist,535,SFMTA,6930,"2,685","3,263",,33.5625,35.2375,37,38.85,40.7875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1835,Legislative Assistant,22,SFMTA,7275,"3,179","3,862",,39.7375,41.7125,43.7875,45.9875,48.275,,,,,,,,,,,,,,,
FY15-16,2015/10/10,1161,"Ex Asst to Admin, SFGH",351,SFMTA,7745,"3,998","4,859",,49.975,52.4625,55.0875,57.8375,60.7375,,,,,,,,,,,,,,,
FY12-13,2012/07/01,7378,Tile Setter,7,SFMTA,6670,"2,365","2,874",,29.5625,31.0375,32.5875,34.2125,35.925,,,,,,,,,,,,,,,
FY12-13,2012/07/01,3634,Librarian 3,790,SFMTA,7200,"3,064","3,724",,38.3,40.2125,42.225,44.3375,46.55,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8201,School Crossing Guard,790,SFMTA,8201B (SFMTA),"1,270","1,270",,15.875,,,,,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8142,Public Defender's Investigator,790,COMMN,7055,"2,855","3,470",0,35.6875,37.4625,39.3375,41.3,43.375,,,,,,,,,,,,,,,
FY12-13,2012/07/01,7319,Electric Motor Repairer,6,SFMTA,6790,"2,507","3,047",,31.3375,32.9,34.55,36.275,38.0875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1402,Junior Clerk,790,SFMTA,5820,"1,565","1,899",,19.5625,20.525,21.5375,22.6125,23.7375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7123,Prk Mtr & Mach Shop Mgr,351,SFMTA,7570,"3,668","4,458",,45.85,48.1375,50.55,53.075,55.725,,,,,,,,,,,,,,,
FY14-15,2014/07/01,H039,"Captain, Division of Training",798,COMMN,H39C0,"6,870","6,870",,85.875,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1930,Warehouse Worker,790,SFMTA,6190,"1,871","2,274",,23.3875,24.5625,25.7875,27.075,28.425,,,,,,,,,,,,,,,
FY13-14,2014/01/04,3522,Senior Museum Preparator,790,COMMN,6230,"1,909","2,319",0,23.8625,25.05,26.3,27.6125,28.9875,,,,,,,,,,,,,,,
